Id	Plate	Row	Column	Clog	Scan rate	Status sort	Status sel	TOF	EXT	Green	Yellow	Red	PH Ext	PW Ext	PC Ext	PH Green	PW Green	PCGreen	PH Yellow	PW Yellow	PCYellow	PH Red	PW Red	PCRed	Time Stamp	
833	-1	0	0	N	2500	0	40	608	697	8	8	10	56220	607	n/a	1012	603	0	1215	607	n/a	2011	607	n/a	1878875	
834	-1	0	0	N	2500	0	40	483	615	5	8	10	64852	482	n/a	868	478	0	1692	482	n/a	2685	482	n/a	1879015	
835	-1	0	0	N	2500	0	40	602	598	6	7	9	47984	601	n/a	716	594	0	1282	601	n/a	2380	600	n/a	1879062	
836	-1	0	0	N	2500	0	2	523	598	142	222	33	63820	522	n/a	22668	522	0	35140	522	n/a	1344	502	n/a	1879078	
837	-1	0	0	N	2500	0	40	830	698	6	8	11	62440	828	n/a	680	828	0	1826	828	n/a	3092	824	n/a	1879078	
838	-1	0	0	N	2500	0	40	552	551	4	7	10	65532	551	n/a	688	530	0	1836	550	n/a	2813	548	n/a	1879265	
839	-1	0	0	N	2500	0	40	552	650	7	7	9	65532	551	n/a	1040	546	0	1411	551	n/a	2241	545	n/a	1879281	
840	-1	0	0	N	2500	0	40	814	774	7	7	8	57096	812	n/a	784	799	0	790	812	n/a	1094	810	n/a	1879500	
841	-1	0	0	N	2500	0	40	875	728	6	7	10	54636	873	n/a	648	870	0	1788	873	n/a	2878	852	n/a	1879656	
842	-1	0	0	N	2500	0	40	723	541	4	6	7	41616	722	n/a	456	722	0	1160	722	n/a	1962	703	n/a	1879734	
843	-1	0	0	N	2500	0	40	782	517	5	6	8	38332	780	n/a	656	780	0	1224	779	n/a	2328	766	n/a	1880046	
844	-1	0	0	N	2500	0	40	688	607	5	7	9	52332	687	n/a	552	687	0	1246	687	n/a	2668	673	n/a	1880140	
845	-1	0	0	N	2500	0	2	869	688	135	211	32	57676	867	n/a	15208	867	0	23616	867	n/a	3390	623	n/a	1880171	
846	-1	0	0	N	2500	0	2	745	749	152	234	34	56460	744	n/a	18660	744	0	28274	744	n/a	1889	641	n/a	1880500	
847	-1	0	0	N	2500	0	40	885	722	6	9	11	47060	883	n/a	564	878	0	1522	883	n/a	2622	837	n/a	1880593	
848	-1	0	0	N	2500	0	40	759	696	6	8	11	56632	757	n/a	628	750	0	2000	755	n/a	3979	750	n/a	1880671	
849	-1	0	0	N	2500	0	2	800	624	115	181	30	52424	798	n/a	15444	798	0	24459	798	n/a	2698	765	n/a	1880812	
850	-1	0	0	N	2500	0	40	465	533	5	6	8	65532	464	n/a	820	464	0	1011	464	n/a	1726	457	n/a	1880828	
851	-1	0	0	N	2500	0	40	626	539	4	10	14	57384	625	n/a	1044	609	0	2877	624	n/a	5028	609	n/a	1881250	
852	-1	0	0	N	2500	0	2	587	551	142	223	37	50652	586	n/a	22752	586	0	35056	586	n/a	3732	573	n/a	1881515	
853	-1	0	0	N	2500	0	40	858	799	7	7	8	65532	856	n/a	836	844	0	1066	856	n/a	1517	851	n/a	1881531	
854	-1	0	0	N	2500	0	40	801	685	6	7	9	60516	799	n/a	740	787	0	932	799	n/a	1197	799	n/a	1881921	
855	-1	0	0	N	2500	0	1	151	89	0	0	0	27304	149	n/a	72	109	0	63	145	n/a	94	78	n/a	1881984	
856	-1	0	0	N	2500	0	40	1004	722	6	9	12	52296	1002	n/a	756	983	0	1888	992	n/a	4185	940	n/a	1882093	
857	-1	0	0	N	2500	0	1	161	86	0	0	0	26788	159	n/a	80	139	0	95	158	n/a	111	70	n/a	1882218	
858	-1	0	0	N	2500	0	40	460	518	6	7	9	55928	459	n/a	840	459	0	1383	459	n/a	2855	457	n/a	1882250	
859	-1	0	0	N	2500	0	40	812	740	7	9	13	60856	810	n/a	792	799	0	1830	810	n/a	3180	810	n/a	1882343	
860	-1	0	0	N	2500	0	1	242	130	6	2	3	27904	241	n/a	1924	239	0	845	236	n/a	1143	231	n/a	1882578	
861	-1	0	0	N	2500	0	40	849	608	6	6	7	47640	847	n/a	584	808	0	1132	842	n/a	1949	824	n/a	1882859	
862	-1	0	0	N	2500	0	40	866	609	5	7	9	33880	864	n/a	504	848	0	1453	863	n/a	2573	850	n/a	1883093	
863	-1	0	0	N	2500	0	2	508	488	99	159	28	62584	507	n/a	19900	507	0	31588	507	n/a	3245	477	n/a	1883125	
864	-1	0	0	N	2500	0	2	1072	765	80	127	25	51332	1070	n/a	7608	1052	0	12371	1066	n/a	3599	873	n/a	1883171	
865	-1	0	0	N	2500	0	40	729	684	5	8	10	55464	728	n/a	648	728	0	1487	728	n/a	2755	704	n/a	1883187	
866	-1	0	0	N	2500	0	2	402	463	142	221	33	58888	401	n/a	23828	401	0	36615	401	n/a	2255	375	n/a	1883328	
867	-1	0	0	N	2500	0	40	632	673	6	9	12	60200	631	n/a	660	623	0	1658	631	n/a	3250	622	n/a	1883375	
868	-1	0	0	N	2500	0	40	622	591	5	7	8	62580	621	n/a	860	612	0	1342	621	n/a	1894	617	n/a	1883578	
869	-1	0	0	N	2500	0	40	735	712	7	8	11	51584	734	n/a	676	724	0	1024	734	n/a	1975	734	n/a	1883781	
870	-1	0	0	N	2500	0	40	568	583	5	7	9	50996	567	n/a	596	566	0	1428	567	n/a	2552	567	n/a	1884296	
871	-1	0	0	N	2500	0	40	533	348	3	6	7	36212	532	n/a	504	532	0	1223	532	n/a	1865	510	n/a	1884437	
872	-1	0	0	N	2500	0	2	492	629	167	265	41	63208	491	n/a	24720	491	0	38427	491	n/a	2681	484	n/a	1884468	
873	-1	0	0	N	2500	0	40	866	663	6	9	10	57952	864	n/a	652	864	0	1390	864	n/a	2594	864	n/a	1884578	
874	-1	0	0	N	2500	0	2	386	482	105	170	30	65532	385	n/a	24664	385	0	40223	385	n/a	3106	373	n/a	1884625	
875	-1	0	0	N	2500	0	2	878	612	158	245	37	32272	876	n/a	17540	876	0	27653	876	n/a	3489	733	n/a	1884843	
876	-1	0	0	N	2500	0	40	718	710	6	7	9	53796	717	n/a	584	701	0	1198	716	n/a	2514	714	n/a	1885062	
877	-1	0	0	N	2500	0	40	814	631	5	6	9	51076	812	n/a	512	800	0	1453	812	n/a	2744	809	n/a	1885437	
878	-1	0	0	N	2500	0	2	701	656	146	229	34	54476	700	n/a	19732	700	0	30236	700	n/a	2281	618	n/a	1885625	
879	-1	0	0	N	2500	0	40	736	476	4	6	8	35560	735	n/a	592	735	0	1624	735	n/a	3542	687	n/a	1885640	
880	-1	0	0	N	2500	0	1	156	51	0	0	0	14724	154	n/a	132	136	0	135	154	n/a	160	136	n/a	1885640	
881	-1	0	0	N	2500	0	40	811	647	5	7	10	54216	809	n/a	640	809	0	1997	809	n/a	3456	808	n/a	1885734	
882	-1	0	0	N	2500	0	2	434	440	129	206	35	56732	433	n/a	25644	433	0	42150	433	n/a	3610	433	n/a	1885765	
883	-1	0	0	N	2500	0	40	824	759	6	8	10	54936	822	n/a	588	794	0	1386	820	n/a	2357	816	n/a	1885968	
884	-1	0	0	N	2500	0	2	926	603	126	196	29	41916	924	n/a	14992	924	0	22083	924	n/a	1256	811	n/a	1886046	
885	-1	0	0	N	2500	0	40	861	703	6	6	7	45716	859	n/a	516	859	0	1018	859	n/a	1810	855	n/a	1886093	
886	-1	0	0	N	2500	0	40	816	752	6	7	10	56028	814	n/a	900	796	0	1799	813	n/a	3367	807	n/a	1886109	
887	-1	0	0	N	2500	0	2	490	581	152	235	36	63760	489	n/a	25640	489	0	38947	489	n/a	1731	488	n/a	1886156	
888	-1	0	0	N	2500	0	40	726	661	5	7	9	53016	725	n/a	672	716	0	1547	725	n/a	2339	705	n/a	1886187	
889	-1	0	0	N	2500	0	40	993	860	8	10	13	57688	991	n/a	944	981	0	2024	991	n/a	3678	988	n/a	1886218	
890	-1	0	0	N	2500	0	40	939	835	9	9	12	53516	937	n/a	952	937	0	1648	937	n/a	3272	909	n/a	1886234	
891	-1	0	0	N	2500	0	2	755	742	158	243	36	52520	753	n/a	17308	753	0	26797	753	n/a	2991	603	n/a	1886359	
892	-1	0	0	N	2500	0	1	390	139	20	29	3	17420	389	n/a	3020	389	0	4568	389	n/a	389	246	n/a	1886406	
893	-1	0	0	N	2500	0	2	456	428	96	152	24	53464	455	n/a	14616	455	0	22987	455	n/a	2592	410	n/a	1886406	
894	-1	0	0	N	2500	0	40	893	743	7	7	9	52472	891	n/a	616	882	0	1236	889	n/a	2574	885	n/a	1886562	
895	-1	0	0	N	2500	0	2	693	613	138	215	32	47588	692	n/a	16796	692	0	26480	692	n/a	2043	598	n/a	1886593	
896	-1	0	0	N	2500	0	40	947	794	7	9	12	53216	945	n/a	928	918	0	1970	944	n/a	3369	913	n/a	1886609	
897	-1	0	0	N	2500	0	2	772	618	113	177	28	47616	770	n/a	14096	770	0	21759	770	n/a	2872	648	n/a	1886703	
898	-1	0	0	N	2500	0	2	542	684	154	238	35	62652	541	n/a	17900	541	0	27572	541	n/a	2572	491	n/a	1886796	
899	-1	0	0	N	2500	0	2	725	552	99	153	23	55412	724	n/a	12096	724	0	18214	724	n/a	1744	663	n/a	1886859	
900	-1	0	0	N	2500	0	40	546	571	5	5	7	55864	545	n/a	684	537	0	966	545	n/a	1461	542	n/a	1886937	
901	-1	0	0	N	2500	0	40	779	635	5	6	7	50532	777	n/a	516	777	0	1172	777	n/a	2177	704	n/a	1887093	
902	-1	0	0	N	2500	0	40	491	547	4	6	8	55296	490	n/a	576	485	0	1368	490	n/a	2328	486	n/a	1887109	
903	-1	0	0	N	2500	0	40	648	709	9	11	15	58276	647	n/a	852	644	0	1782	647	n/a	2808	647	n/a	1887515	
904	-1	0	0	N	2500	0	2	494	560	136	209	31	57164	493	n/a	18852	493	0	28797	493	n/a	1850	471	n/a	1887609	
905	-1	0	0	N	2500	0	40	535	592	6	10	14	56568	534	n/a	1056	529	0	2404	534	n/a	4736	533	n/a	1887625	
906	-1	0	0	N	2500	0	40	563	648	6	8	11	59296	562	n/a	660	548	0	1835	562	n/a	3192	560	n/a	1887703	
907	-1	0	0	N	2500	0	40	820	631	5	8	11	62128	818	n/a	744	806	0	2113	818	n/a	3605	816	n/a	1887828	
908	-1	0	0	N	2500	0	40	466	591	5	5	7	65532	465	n/a	824	463	0	1180	465	n/a	2012	465	n/a	1887984	
909	-1	0	0	N	2500	0	40	681	512	4	8	11	51872	680	n/a	732	677	0	2751	680	n/a	4574	670	n/a	1888000	
910	-1	0	0	N	2500	0	40	802	682	6	8	11	51116	800	n/a	844	800	0	1972	800	n/a	3690	769	n/a	1888046	
911	-1	0	0	N	2500	0	40	790	445	3	5	6	33496	788	n/a	492	788	0	1146	788	n/a	1849	774	n/a	1888078	
912	-1	0	0	N	2500	0	40	788	658	8	10	12	46752	786	n/a	780	786	0	2322	786	n/a	3945	782	n/a	1888125	
913	-1	0	0	N	2500	0	2	514	560	150	234	36	51364	513	n/a	19336	513	0	29434	513	n/a	3530	483	n/a	1888203	
914	-1	0	0	N	2500	0	40	674	656	6	8	9	54216	673	n/a	620	662	0	1092	673	n/a	1935	669	n/a	1888218	
915	-1	0	0	N	2500	0	40	702	516	3	5	8	60564	701	n/a	584	701	0	1586	701	n/a	3038	646	n/a	1888234	
916	-1	0	0	N	2500	0	40	854	688	6	7	9	43824	852	n/a	492	847	0	1197	852	n/a	2287	851	n/a	1888250	
917	-1	0	0	N	2500	0	40	861	687	6	7	10	53844	859	n/a	704	836	0	1336	859	n/a	2632	858	n/a	1888343	
918	-1	0	0	N	2500	0	40	827	589	5	6	8	40452	825	n/a	504	816	0	1139	825	n/a	2580	825	n/a	1888343	
919	-1	0	0	N	2500	0	40	726	681	5	7	8	59596	725	n/a	656	725	0	1268	725	n/a	2067	717	n/a	1889140	
920	-1	0	0	N	2500	0	40	471	598	6	6	7	65532	470	n/a	932	470	0	1054	470	n/a	1211	461	n/a	1889406	
921	-1	0	0	N	2500	0	40	794	535	4	6	8	50440	792	n/a	800	776	0	1398	788	n/a	2548	772	n/a	1889546	
922	-1	0	0	N	2500	0	2	669	693	147	226	34	62480	668	n/a	15164	668	0	23646	668	n/a	2510	616	n/a	1889562	
923	-1	0	0	N	2500	0	40	467	557	5	7	10	61784	466	n/a	716	454	0	1759	466	n/a	2954	466	n/a	1889593	
924	-1	0	0	N	2500	0	40	806	628	7	7	8	50868	804	n/a	744	794	0	1235	804	n/a	1795	750	n/a	1889593	
925	-1	0	0	N	2500	0	2	1017	958	226	351	48	56000	1015	n/a	18488	1015	0	28699	1015	n/a	2229	712	n/a	1889656	
926	-1	0	0	N	2500	0	40	634	788	8	8	11	57684	633	n/a	804	616	0	1026	633	n/a	1946	633	n/a	1889750	
927	-1	0	0	N	2500	0	40	849	707	5	7	9	60552	847	n/a	508	842	0	1686	840	n/a	2670	828	n/a	1889875	
928	-1	0	0	N	2500	0	40	558	390	5	7	9	38760	557	n/a	612	555	0	1840	557	n/a	3390	557	n/a	1889890	
929	-1	0	0	N	2500	0	40	881	701	7	7	8	50248	879	n/a	652	864	0	1286	879	n/a	2190	867	n/a	1890000	
930	-1	0	0	N	2500	0	40	816	645	5	7	9	47356	814	n/a	648	798	0	1375	814	n/a	2538	798	n/a	1890125	
931	-1	0	0	N	2500	0	40	885	632	5	7	9	48848	883	n/a	608	874	0	1471	883	n/a	2634	859	n/a	1890125	
932	-1	0	0	N	2500	0	2	881	699	157	244	36	50640	879	n/a	17036	879	0	26273	879	n/a	2402	730	n/a	1890328	
933	-1	0	0	N	2500	0	40	812	519	4	6	8	40060	810	n/a	692	807	0	1718	810	n/a	2677	779	n/a	1890375	
934	-1	0	0	N	2500	0	2	613	609	117	180	28	52300	612	n/a	14116	612	0	22156	612	n/a	1278	603	n/a	1890375	
935	-1	0	0	N	2500	0	2	842	738	162	254	40	55812	840	n/a	20588	840	0	32476	840	n/a	3726	715	n/a	1890515	
936	-1	0	0	N	2500	0	40	938	807	7	8	10	55912	936	n/a	764	927	0	1582	929	n/a	2810	918	n/a	1890890	
937	-1	0	0	N	2500	0	2	531	515	120	186	28	64004	530	n/a	15372	530	0	23826	530	n/a	2199	487	n/a	1891062	
938	-1	0	0	N	2500	0	40	834	708	6	8	11	57052	832	n/a	692	832	0	1983	832	n/a	3761	821	n/a	1891218	
939	-1	0	0	N	2500	0	40	788	729	6	8	10	57284	786	n/a	680	784	0	1433	786	n/a	2441	766	n/a	1891234	
940	-1	0	0	N	2500	0	40	540	646	6	7	9	57272	539	n/a	704	536	0	1404	539	n/a	2192	538	n/a	1891390	
941	-1	0	0	N	2500	0	40	496	576	5	5	6	65532	495	n/a	992	495	0	1045	495	n/a	1404	491	n/a	1891390	
942	-1	0	0	N	2500	0	40	760	733	8	8	10	63160	758	n/a	880	748	0	1160	751	n/a	1875	735	n/a	1891437	
943	-1	0	0	N	2500	0	40	878	579	5	6	7	38488	876	n/a	492	855	0	1049	875	n/a	1943	859	n/a	1891562	
944	-1	0	0	N	2500	0	2	951	824	187	290	45	52956	949	n/a	20268	949	0	31303	949	n/a	4619	790	n/a	1891781	
945	-1	0	0	N	2500	0	40	477	580	5	7	9	65532	476	n/a	936	471	0	1480	476	n/a	2586	476	n/a	1891921	
946	-1	0	0	N	2500	0	40	471	574	5	7	10	58892	470	n/a	716	470	0	1701	470	n/a	2946	470	n/a	1892140	
947	-1	0	0	N	2500	0	2	853	700	122	189	31	53996	851	n/a	16080	851	0	24714	851	n/a	2791	705	n/a	1892453	
948	-1	0	0	N	2500	0	40	555	616	6	7	8	62264	554	n/a	836	543	0	917	554	n/a	1301	554	n/a	1892750	
949	-1	0	0	N	2500	0	2	690	664	133	208	32	58720	689	n/a	16500	689	0	25329	689	n/a	3044	616	n/a	1893031	
950	-1	0	0	N	2500	0	40	419	561	5	7	10	65532	418	n/a	776	418	0	1758	418	n/a	3752	418	n/a	1893046	
951	-1	0	0	N	2500	0	40	461	495	5	6	8	52712	460	n/a	784	443	0	1085	460	n/a	1701	460	n/a	1893359	
952	-1	0	0	N	2500	0	40	891	587	5	7	8	46140	889	n/a	684	868	0	1643	887	n/a	2646	831	n/a	1893421	
953	-1	0	0	N	2500	0	2	615	594	153	237	34	55696	614	n/a	24000	614	0	36575	614	n/a	1985	537	n/a	1893531	
954	-1	0	0	N	2500	0	1	158	72	0	0	0	24532	156	n/a	228	156	0	234	156	n/a	207	156	n/a	1893546	
955	-1	0	0	N	2500	0	40	644	584	5	6	9	56884	643	n/a	652	632	0	1510	643	n/a	2781	635	n/a	1893546	
956	-1	0	0	N	2500	0	40	810	750	7	7	9	58044	808	n/a	724	808	0	1312	808	n/a	2318	785	n/a	1893656	
957	-1	0	0	N	2500	0	2	598	655	133	205	33	61800	597	n/a	14832	597	0	22684	597	n/a	3182	554	n/a	1893781	
958	-1	0	0	N	2500	0	40	474	552	6	7	10	56852	473	n/a	832	472	0	1337	473	n/a	2213	472	n/a	1894031	
959	-1	0	0	N	2500	0	2	755	733	150	234	37	55568	753	n/a	17992	753	0	27823	753	n/a	3797	677	n/a	1894062	
960	-1	0	0	N	2500	0	2	719	592	137	218	35	43096	718	n/a	19392	718	0	30948	718	n/a	4238	629	n/a	1894093	
961	-1	0	0	N	2500	0	40	827	726	6	6	7	52264	825	n/a	512	824	0	1200	825	n/a	2250	818	n/a	1894140	
962	-1	0	0	N	2500	0	40	1021	868	8	8	10	50644	1019	n/a	636	992	0	1251	1019	n/a	2187	1003	n/a	1894171	
963	-1	0	0	N	2500	0	2	536	622	139	217	34	65532	535	n/a	21796	535	0	34410	535	n/a	2650	490	n/a	1894312	
964	-1	0	0	N	2500	0	1	173	71	0	0	0	22744	171	n/a	276	171	0	201	171	n/a	335	157	n/a	1894359	
965	-1	0	0	N	2500	0	40	634	617	6	6	8	56692	633	n/a	716	622	0	1137	632	n/a	1963	622	n/a	1894359	
966	-1	0	0	N	2500	0	40	873	782	7	9	12	62020	871	n/a	720	851	0	2125	871	n/a	3993	864	n/a	1894640	
967	-1	0	0	N	2500	0	40	895	808	7	8	11	54020	893	n/a	692	882	0	1285	893	n/a	2166	880	n/a	1894718	
968	-1	0	0	N	2500	0	40	852	601	5	6	9	51100	850	n/a	508	850	0	1474	850	n/a	3447	809	n/a	1894765	
969	-1	0	0	N	2500	0	40	867	745	6	8	11	64732	865	n/a	692	865	0	1966	865	n/a	3280	865	n/a	1894843	
970	-1	0	0	N	2500	0	40	549	671	7	10	14	63548	548	n/a	852	548	0	1606	548	n/a	2506	548	n/a	1894937	
971	-1	0	0	N	2500	0	40	733	612	5	6	7	49940	732	n/a	592	715	0	922	731	n/a	1665	689	n/a	1895015	
972	-1	0	0	N	2500	0	40	420	503	6	8	12	63640	419	n/a	892	419	0	2083	419	n/a	4072	419	n/a	1895234	
973	-1	0	0	N	2500	0	40	781	621	5	6	9	50992	779	n/a	628	766	0	1378	779	n/a	2649	747	n/a	1895312	
974	-1	0	0	N	2500	0	40	793	572	5	6	8	53776	791	n/a	584	783	0	1330	790	n/a	2506	778	n/a	1895406	
975	-1	0	0	N	2500	0	40	1016	831	7	8	10	52548	1014	n/a	672	998	0	1701	1014	n/a	2992	977	n/a	1895453	
976	-1	0	0	N	2500	0	40	1017	849	8	9	10	53260	1015	n/a	816	1005	0	1198	1013	n/a	2092	993	n/a	1895640	
977	-1	0	0	N	2500	0	2	671	737	162	248	38	56248	670	n/a	17116	670	0	25943	670	n/a	2204	652	n/a	1895656	
978	-1	0	0	N	2500	0	40	433	443	4	7	8	53688	432	n/a	632	428	0	1200	432	n/a	1935	432	n/a	1895734	
979	-1	0	0	N	2500	0	1	161	106	0	0	0	31372	159	n/a	88	153	0	115	158	n/a	126	134	n/a	1896015	
980	-1	0	0	N	2500	0	40	886	592	6	7	9	51596	884	n/a	516	881	0	1321	884	n/a	2423	849	n/a	1896140	
981	-1	0	0	N	2500	0	40	472	595	5	7	10	62400	471	n/a	760	460	0	1560	471	n/a	2636	466	n/a	1896375	
982	-1	0	0	N	2500	0	40	898	777	6	8	10	58780	896	n/a	596	889	0	1657	896	n/a	2826	885	n/a	1896375	
983	-1	0	0	N	2500	0	1	156	73	0	0	0	22292	154	n/a	124	149	0	148	153	n/a	159	118	n/a	1896406	
984	-1	0	0	N	2500	0	40	802	516	5	6	8	39808	800	n/a	536	797	0	1378	800	n/a	2157	784	n/a	1896421	
985	-1	0	0	N	2500	0	40	543	634	5	7	11	65532	542	n/a	912	537	0	1682	542	n/a	2951	541	n/a	1896453	
986	-1	0	0	N	2500	0	40	880	700	6	7	10	52120	878	n/a	816	850	0	1700	869	n/a	3223	852	n/a	1896546	
987	-1	0	0	N	2500	0	40	881	634	5	6	8	57672	879	n/a	716	862	0	1265	878	n/a	2209	857	n/a	1896656	
988	-1	0	0	N	2500	0	40	889	711	7	7	9	40328	887	n/a	512	873	0	1246	887	n/a	2545	887	n/a	1896734	
989	-1	0	0	N	2500	0	2	815	744	165	256	40	55380	813	n/a	21216	813	0	32608	813	n/a	3077	755	n/a	1896828	
990	-1	0	0	N	2500	0	2	554	620	127	198	32	64964	553	n/a	20828	553	0	32773	553	n/a	2990	512	n/a	1896875	
991	-1	0	0	N	2500	0	2	660	556	121	188	27	53664	659	n/a	18960	659	0	29793	659	n/a	1716	569	n/a	1896937	
992	-1	0	0	N	2500	0	2	1066	981	237	373	54	60988	1064	n/a	22828	1064	0	35549	1064	n/a	2755	893	n/a	1896968	
993	-1	0	0	N	2500	0	40	727	560	4	7	10	48996	726	n/a	500	716	0	1994	725	n/a	3742	726	n/a	1897093	
994	-1	0	0	N	2500	0	40	722	601	5	5	6	49480	721	n/a	552	721	0	772	721	n/a	1370	707	n/a	1897140	
995	-1	0	0	N	2500	0	40	804	511	4	6	9	53492	802	n/a	676	788	0	1578	802	n/a	2773	792	n/a	1897265	
996	-1	0	0	N	2500	0	40	484	409	4	6	9	47892	483	n/a	760	483	0	1602	483	n/a	3017	481	n/a	1897343	
997	-1	0	0	N	2500	0	2	759	599	112	172	25	54212	757	n/a	15232	757	0	23084	757	n/a	1859	633	n/a	1897421	
998	-1	0	0	N	2500	0	40	753	742	6	8	10	53980	752	n/a	644	752	0	1943	752	n/a	3224	748	n/a	1897453	
999	-1	0	0	N	2500	0	40	761	705	7	7	10	55584	759	n/a	828	756	0	1780	759	n/a	2993	745	n/a	1897500	
1000	-1	0	0	N	2500	0	40	817	757	8	8	10	59948	815	n/a	860	805	0	1185	815	n/a	2002	788	n/a	1897531	
1001	-1	0	0	N	2500	0	40	516	679	8	8	11	65532	515	n/a	1148	510	0	1631	515	n/a	2553	510	n/a	1897625	
1002	-1	0	0	N	2500	0	40	744	634	5	6	7	50468	743	n/a	540	743	0	1122	743	n/a	1945	712	n/a	1897734	
1003	-1	0	0	N	2500	0	40	677	412	3	4	6	42756	676	n/a	464	676	0	1111	676	n/a	2171	652	n/a	1897765	
1004	-1	0	0	N	2500	0	40	703	632	6	8	10	51660	702	n/a	656	688	0	1481	702	n/a	2624	698	n/a	1897765	
1005	-1	0	0	N	2500	0	40	847	626	5	6	8	47272	845	n/a	464	844	0	1307	845	n/a	2571	835	n/a	1897984	
1006	-1	0	0	N	2500	0	2	602	676	131	203	34	64836	601	n/a	21940	601	0	34337	601	n/a	2968	582	n/a	1898093	
1007	-1	0	0	N	2500	0	40	810	542	5	7	9	40208	808	n/a	804	783	0	2148	806	n/a	3584	783	n/a	1898093	
1008	-1	0	0	N	2500	0	40	530	637	6	6	8	65532	529	n/a	1060	516	0	1317	527	n/a	1712	521	n/a	1898125	
1009	-1	0	0	N	2500	0	2	653	665	172	270	41	65532	652	n/a	20856	652	0	31608	652	n/a	2489	626	n/a	1898203	
1010	-1	0	0	N	2500	0	40	886	637	4	6	7	44976	884	n/a	412	881	0	1081	884	n/a	2014	843	n/a	1898265	
1011	-1	0	0	N	2500	0	1	155	65	0	0	0	24876	153	n/a	280	153	0	260	153	n/a	433	148	n/a	1898375	
1012	-1	0	0	N	2500	0	40	542	544	5	7	11	55380	541	n/a	772	532	0	1677	541	n/a	3266	541	n/a	1898375	
1013	-1	0	0	N	2500	0	40	548	648	6	8	11	60504	547	n/a	760	534	0	1530	547	n/a	2627	537	n/a	1898453	
1014	-1	0	0	N	2500	0	1	151	114	0	0	0	40468	149	n/a	212	142	0	119	149	n/a	183	135	n/a	1898578	
1015	-1	0	0	N	2500	0	40	636	600	6	7	9	54420	635	n/a	668	632	0	1093	635	n/a	2278	627	n/a	1898875	
1016	-1	0	0	N	2500	0	40	862	631	6	6	8	45848	860	n/a	568	860	0	1067	852	n/a	1797	837	n/a	1898921	
1017	-1	0	0	N	2500	0	40	882	612	5	7	9	46716	880	n/a	816	880	0	1675	880	n/a	2958	851	n/a	1899078	
1018	-1	0	0	N	2500	0	40	795	742	6	7	9	58688	793	n/a	632	789	0	1234	793	n/a	1956	777	n/a	1899218	
1019	-1	0	0	N	2500	0	40	461	400	5	7	10	44264	460	n/a	684	460	0	1675	460	n/a	3174	458	n/a	1899406	
1020	-1	0	0	N	2500	0	40	753	578	5	10	14	54180	752	n/a	864	748	0	2614	752	n/a	4923	752	n/a	1899453	
1021	-1	0	0	N	2500	0	40	638	647	6	12	17	64508	637	n/a	1100	631	0	2734	637	n/a	4936	637	n/a	1899562	
1022	-1	0	0	N	2500	0	40	805	645	7	8	10	50048	803	n/a	880	790	0	1516	802	n/a	2327	799	n/a	1899781	
1023	-1	0	0	N	2500	0	40	761	883	9	10	13	59348	759	n/a	892	746	0	1725	754	n/a	3420	742	n/a	1899906	
1024	-1	0	0	N	2500	0	40	904	539	5	6	7	29448	902	n/a	400	864	0	1047	899	n/a	2155	858	n/a	1900000	
1025	-1	0	0	N	2500	0	40	863	561	5	8	10	33900	861	n/a	664	845	0	2074	860	n/a	3433	848	n/a	1900187	
1026	-1	0	0	N	2500	0	40	428	477	5	9	13	64400	427	n/a	1044	422	0	2392	427	n/a	3997	427	n/a	1900609	
1027	-1	0	0	N	2500	0	40	858	734	7	8	9	53468	856	n/a	824	800	0	1484	854	n/a	2771	836	n/a	1900687	
1028	-1	0	0	N	2500	0	40	498	490	5	6	8	64116	497	n/a	1476	492	0	1156	497	n/a	1934	492	n/a	1900765	
1029	-1	0	0	N	2500	0	40	688	565	5	8	11	48272	687	n/a	680	687	0	1698	687	n/a	2999	685	n/a	1900796	
1030	-1	0	0	N	2500	0	2	1011	913	211	329	47	56492	1009	n/a	20236	1009	0	31652	1009	n/a	2465	806	n/a	1900953	
1031	-1	0	0	N	2500	0	40	801	679	6	7	9	55036	799	n/a	780	775	0	1050	799	n/a	2028	771	n/a	1901062	
1032	-1	0	0	N	2500	0	2	763	706	140	217	31	55712	761	n/a	17032	761	0	25979	761	n/a	1738	599	n/a	1901187	
1033	-1	0	0	N	2500	0	40	562	617	6	7	10	64088	561	n/a	772	555	0	1582	558	n/a	2925	546	n/a	1901250	
1034	-1	0	0	N	2500	0	1	173	105	0	0	0	32736	171	n/a	80	131	0	72	163	n/a	86	65	n/a	1901343	
1035	-1	0	0	N	2500	0	2	475	507	108	168	29	53700	474	n/a	16856	474	0	26081	474	n/a	2512	473	n/a	1901718	
1036	-1	0	0	N	2500	0	40	591	635	5	7	10	58280	590	n/a	652	583	0	1759	590	n/a	2909	590	n/a	1901812	
1037	-1	0	0	N	2500	0	40	592	572	5	7	10	54704	591	n/a	784	582	0	1426	590	n/a	2913	586	n/a	1901812	
1038	-1	0	0	N	2500	0	40	451	524	5	7	11	65412	450	n/a	968	443	0	1983	450	n/a	3206	450	n/a	1901843	
1039	-1	0	0	N	2500	0	1	153	77	0	0	0	24660	151	n/a	72	127	0	111	150	n/a	87	121	n/a	1902171	
1040	-1	0	0	N	2500	0	40	707	640	6	8	12	55660	706	n/a	704	699	0	2524	706	n/a	4198	698	n/a	1902187	
