Id	Plate	Row	Column	Clog	Scan rate	Status sort	Status sel	TOF	EXT	Green	Yellow	Red	PH Ext	PW Ext	PC Ext	PH Green	PW Green	PCGreen	PH Yellow	PW Yellow	PCYellow	PH Red	PW Red	PCRed	Time Stamp	
415	-1	0	0	N	2500	0	40	697	709	6	8	11	57532	696	n/a	836	690	0	1730	696	n/a	3375	693	n/a	1838156	
416	-1	0	0	N	2500	0	2	784	607	144	226	37	62228	782	n/a	24016	782	0	37907	782	n/a	3314	751	n/a	1838171	
417	-1	0	0	N	2500	0	2	504	636	190	293	41	65532	503	n/a	31732	503	0	49066	503	n/a	1591	475	n/a	1838187	
418	-1	0	0	N	2500	0	2	814	722	165	256	39	55224	812	n/a	20504	812	0	31882	812	n/a	3053	777	n/a	1838421	
419	-1	0	0	N	2500	0	40	457	567	7	10	14	65532	456	n/a	1416	454	0	2418	456	n/a	3686	452	n/a	1838531	
420	-1	0	0	N	2500	0	2	492	643	118	186	31	65440	491	n/a	16664	491	0	26668	491	n/a	3123	482	n/a	1838562	
421	-1	0	0	N	2500	0	2	636	613	148	232	37	63964	635	n/a	26132	635	0	40535	635	n/a	2745	610	n/a	1838656	
422	-1	0	0	N	2500	0	40	495	550	6	7	9	56732	494	n/a	836	490	0	1418	494	n/a	2285	491	n/a	1838687	
423	-1	0	0	N	2500	0	40	959	684	6	8	12	45184	957	n/a	596	938	0	1650	955	n/a	3343	931	n/a	1838765	
424	-1	0	0	N	2500	0	40	667	401	3	5	7	38740	666	n/a	652	666	0	1334	666	n/a	2214	645	n/a	1838937	
425	-1	0	0	N	2500	0	40	473	468	5	8	11	51412	472	n/a	768	469	0	1841	472	n/a	3534	466	n/a	1839000	
426	-1	0	0	N	2500	0	40	914	828	7	8	9	56540	912	n/a	620	892	0	1273	905	n/a	2251	890	n/a	1839062	
427	-1	0	0	N	2500	0	1	153	103	0	0	0	33484	151	n/a	136	144	0	143	150	n/a	108	139	n/a	1839125	
428	-1	0	0	N	2500	0	40	626	701	6	6	8	61148	625	n/a	764	612	0	849	625	n/a	1562	625	n/a	1839171	
429	-1	0	0	N	2500	0	40	570	572	5	8	10	65484	569	n/a	752	558	0	1433	568	n/a	2705	566	n/a	1839453	
430	-1	0	0	N	2500	0	40	831	595	5	6	8	50384	829	n/a	488	826	0	1412	829	n/a	2516	809	n/a	1839562	
431	-1	0	0	N	2500	0	40	738	683	6	7	10	54124	737	n/a	768	737	0	1466	737	n/a	3184	712	n/a	1839625	
432	-1	0	0	N	2500	0	40	463	529	4	6	7	55492	462	n/a	688	455	0	1210	462	n/a	2123	459	n/a	1839718	
433	-1	0	0	N	2500	0	2	427	536	151	237	36	62432	426	n/a	22868	426	0	35642	426	n/a	3658	405	n/a	1839828	
434	-1	0	0	N	2500	0	40	840	662	5	7	9	52868	838	n/a	540	833	0	1296	838	n/a	2628	818	n/a	1840312	
435	-1	0	0	N	2500	0	40	875	791	7	7	8	64796	873	n/a	960	859	0	1020	871	n/a	1161	870	n/a	1840343	
436	-1	0	0	N	2500	0	40	487	447	6	9	13	52988	486	n/a	860	486	0	2300	486	n/a	3751	486	n/a	1840359	
437	-1	0	0	N	2500	0	40	896	758	7	9	12	53828	894	n/a	604	891	0	2217	890	n/a	4041	882	n/a	1840453	
438	-1	0	0	N	2500	0	40	415	371	2	5	8	60740	414	n/a	616	414	0	1731	414	n/a	3104	409	n/a	1840468	
439	-1	0	0	N	2500	0	1	274	114	1	0	0	21732	273	n/a	284	273	0	213	273	n/a	244	263	n/a	1840468	
440	-1	0	0	N	2500	0	40	942	751	6	8	10	54404	940	n/a	648	927	0	1300	937	n/a	2304	920	n/a	1840531	
441	-1	0	0	N	2500	0	40	868	685	6	8	10	49336	866	n/a	532	851	0	1506	862	n/a	2441	835	n/a	1840812	
442	-1	0	0	N	2500	0	40	861	605	4	5	7	48192	859	n/a	552	858	0	1351	859	n/a	2676	805	n/a	1841000	
443	-1	0	0	N	2500	0	40	561	510	6	6	8	50788	560	n/a	764	559	0	1169	560	n/a	2106	551	n/a	1841140	
444	-1	0	0	N	2500	0	40	539	671	7	8	11	64264	538	n/a	912	523	0	1274	537	n/a	2113	534	n/a	1841156	
445	-1	0	0	N	2500	0	40	620	714	6	7	10	59068	619	n/a	716	611	0	1426	619	n/a	3226	612	n/a	1841187	
446	-1	0	0	N	2500	0	40	778	532	5	7	8	37064	776	n/a	712	776	0	1820	776	n/a	3311	765	n/a	1841265	
447	-1	0	0	N	2500	0	40	587	521	5	6	8	63732	586	n/a	792	582	0	1085	584	n/a	2141	581	n/a	1841843	
448	-1	0	0	N	2500	0	1	154	95	0	0	0	31488	152	n/a	76	126	0	106	148	n/a	172	83	n/a	1841843	
449	-1	0	0	N	2500	0	40	804	584	4	7	10	56832	802	n/a	524	797	0	1724	801	n/a	3482	776	n/a	1841875	
450	-1	0	0	N	2500	0	40	690	708	6	6	8	63548	689	n/a	840	677	0	815	689	n/a	1212	687	n/a	1841906	
451	-1	0	0	N	2500	0	40	721	441	4	5	5	33892	720	n/a	392	720	0	924	719	n/a	1476	708	n/a	1841906	
452	-1	0	0	N	2500	0	40	518	683	6	9	12	65532	517	n/a	868	512	0	1865	516	n/a	4348	516	n/a	1842140	
453	-1	0	0	N	2500	0	40	554	607	4	7	10	60396	553	n/a	728	542	0	1752	553	n/a	3548	548	n/a	1842250	
454	-1	0	0	N	2500	0	40	826	658	7	7	9	45232	824	n/a	728	820	0	1383	823	n/a	2106	813	n/a	1842375	
455	-1	0	0	N	2500	0	40	761	564	5	7	10	53144	759	n/a	696	746	0	1964	757	n/a	3688	741	n/a	1842406	
456	-1	0	0	N	2500	0	40	867	660	6	8	10	48128	865	n/a	648	848	0	1513	862	n/a	3073	853	n/a	1842500	
457	-1	0	0	N	2500	0	40	808	712	6	7	9	48608	806	n/a	560	806	0	1289	806	n/a	2552	799	n/a	1842531	
458	-1	0	0	N	2500	0	2	881	702	123	190	30	51500	879	n/a	15604	879	0	23910	879	n/a	2632	787	n/a	1842656	
459	-1	0	0	N	2500	0	40	504	519	5	7	10	60920	503	n/a	800	502	0	1712	503	n/a	3220	498	n/a	1842781	
460	-1	0	0	N	2500	0	40	872	725	6	6	9	57552	870	n/a	976	870	0	1450	870	n/a	2531	861	n/a	1842796	
461	-1	0	0	N	2500	0	40	648	620	6	6	8	60052	647	n/a	1056	638	0	864	647	n/a	1382	647	n/a	1842968	
462	-1	0	0	N	2500	0	40	676	591	5	8	11	60052	675	n/a	644	675	0	2342	675	n/a	3606	672	n/a	1843046	
463	-1	0	0	N	2500	0	40	917	800	7	8	10	54928	915	n/a	680	911	0	1853	911	n/a	3597	895	n/a	1843171	
464	-1	0	0	N	2500	0	40	678	665	4	7	10	65532	677	n/a	940	674	0	1857	675	n/a	3730	677	n/a	1843250	
465	-1	0	0	N	2500	0	40	904	746	7	8	10	55824	902	n/a	620	902	0	1607	902	n/a	2855	892	n/a	1843281	
466	-1	0	0	N	2500	0	40	799	826	7	8	10	57476	797	n/a	608	788	0	1406	797	n/a	2686	792	n/a	1843328	
467	-1	0	0	N	2500	0	40	536	649	6	7	8	63136	535	n/a	776	518	0	947	535	n/a	1328	532	n/a	1843390	
468	-1	0	0	N	2500	0	40	792	665	6	7	9	48924	790	n/a	708	776	0	1242	790	n/a	2008	777	n/a	1843437	
469	-1	0	0	N	2500	0	40	541	685	7	8	10	60572	540	n/a	888	530	0	1431	539	n/a	2172	525	n/a	1843546	
470	-1	0	0	N	2500	0	40	978	729	6	7	10	57184	976	n/a	684	960	0	1323	974	n/a	2737	971	n/a	1843625	
471	-1	0	0	N	2500	0	40	500	550	6	7	9	56844	499	n/a	848	493	0	1597	499	n/a	3071	499	n/a	1843843	
472	-1	0	0	N	2500	0	2	920	755	200	313	46	53860	918	n/a	23576	918	0	36484	918	n/a	3738	703	n/a	1844140	
473	-1	0	0	N	2500	0	40	639	693	6	7	9	65532	638	n/a	932	627	0	1224	638	n/a	1950	638	n/a	1844312	
474	-1	0	0	N	2500	0	2	846	634	153	237	34	46432	844	n/a	15744	844	0	24177	844	n/a	2555	671	n/a	1844328	
475	-1	0	0	N	2500	0	40	585	719	7	8	10	57264	584	n/a	792	582	0	1570	584	n/a	2751	584	n/a	1844468	
476	-1	0	0	N	2500	0	40	635	789	8	9	12	64872	634	n/a	876	631	0	1178	634	n/a	1958	634	n/a	1844890	
477	-1	0	0	N	2500	0	2	687	627	141	217	33	55944	686	n/a	17144	686	0	26214	686	n/a	2009	625	n/a	1845109	
478	-1	0	0	N	2500	0	2	880	670	141	218	32	49652	878	n/a	15928	878	0	24604	878	n/a	3129	679	n/a	1845156	
479	-1	0	0	N	2500	0	40	515	575	5	7	8	62956	514	n/a	936	509	0	1471	514	n/a	2166	510	n/a	1845218	
480	-1	0	0	N	2500	0	2	830	730	138	217	34	53936	828	n/a	14008	828	0	21807	828	n/a	3136	675	n/a	1845218	
481	-1	0	0	N	2500	0	40	524	605	5	8	11	61656	523	n/a	712	523	0	1603	523	n/a	2758	523	n/a	1845328	
482	-1	0	0	N	2500	0	1	219	78	0	0	0	18088	218	n/a	172	218	0	241	218	n/a	311	209	n/a	1845453	
483	-1	0	0	N	2500	0	2	426	418	3	8	13	65532	425	n/a	872	422	0	2401	425	n/a	3749	423	n/a	1845453	
484	-1	0	0	N	2500	0	40	535	439	5	8	11	46036	534	n/a	944	528	0	2127	534	n/a	3749	533	n/a	1845468	
485	-1	0	0	N	2500	0	40	570	655	7	7	9	61656	569	n/a	892	565	0	987	569	n/a	1588	569	n/a	1845468	
486	-1	0	0	N	2500	0	40	404	421	5	9	13	57000	403	n/a	1148	396	0	3057	403	n/a	5756	403	n/a	1845578	
487	-1	0	0	N	2500	0	2	876	668	153	237	35	54588	874	n/a	19012	874	0	28554	874	n/a	2397	704	n/a	1845765	
488	-1	0	0	N	2500	0	40	887	762	6	6	8	50256	885	n/a	572	873	0	1341	885	n/a	2581	880	n/a	1845781	
489	-1	0	0	N	2500	0	40	791	699	5	8	11	62552	789	n/a	788	789	0	2003	788	n/a	3559	779	n/a	1845781	
490	-1	0	0	N	2500	0	40	745	723	7	6	6	65532	744	n/a	1080	731	0	943	742	n/a	1191	724	n/a	1846046	
491	-1	0	0	N	2500	0	40	858	635	6	6	8	50356	856	n/a	588	855	0	1132	856	n/a	2103	849	n/a	1846343	
492	-1	0	0	N	2500	0	40	563	552	7	8	11	53888	562	n/a	856	562	0	1260	562	n/a	2105	562	n/a	1846453	
493	-1	0	0	N	2500	0	40	960	870	8	9	11	61508	958	n/a	604	952	0	1628	955	n/a	2999	914	n/a	1846484	
494	-1	0	0	N	2500	0	2	679	633	130	203	31	55068	678	n/a	16344	678	0	25183	678	n/a	2869	526	n/a	1846687	
495	-1	0	0	N	2500	0	40	493	597	6	8	11	59972	492	n/a	844	492	0	1375	492	n/a	2464	491	n/a	1846718	
496	-1	0	0	N	2500	0	1	174	131	0	0	0	38892	172	n/a	104	166	0	171	172	n/a	235	148	n/a	1846796	
497	-1	0	0	N	2500	0	40	827	816	8	9	11	65532	825	n/a	804	817	0	1528	825	n/a	2383	824	n/a	1846937	
498	-1	0	0	N	2500	0	2	898	777	164	257	40	61820	896	n/a	20272	896	0	32155	896	n/a	4085	727	n/a	1847062	
499	-1	0	0	N	2500	0	40	796	704	6	8	10	50760	794	n/a	512	778	0	1558	794	n/a	2673	787	n/a	1847296	
500	-1	0	0	N	2500	0	40	688	524	5	7	10	40264	687	n/a	528	675	0	2179	687	n/a	4299	687	n/a	1847500	
501	-1	0	0	N	2500	0	40	489	647	5	5	7	65532	488	n/a	836	487	0	835	488	n/a	1433	487	n/a	1847671	
502	-1	0	0	N	2500	0	40	539	601	5	7	10	65532	538	n/a	960	538	0	2006	538	n/a	3543	538	n/a	1847703	
503	-1	0	0	N	2500	0	2	655	438	128	201	33	59832	654	n/a	28204	654	0	42861	654	n/a	3842	563	n/a	1847750	
504	-1	0	0	N	2500	0	40	959	691	6	7	8	46956	957	n/a	552	923	0	1056	955	n/a	1925	923	n/a	1847781	
505	-1	0	0	N	2500	0	40	770	656	6	6	8	50140	768	n/a	572	754	0	1198	768	n/a	1981	759	n/a	1847859	
506	-1	0	0	N	2500	0	40	820	745	7	6	7	50148	818	n/a	664	811	0	870	817	n/a	1389	817	n/a	1847937	
507	-1	0	0	N	2500	0	40	604	652	7	6	8	62516	603	n/a	960	603	0	1304	603	n/a	2012	590	n/a	1847984	
508	-1	0	0	N	2500	0	40	501	656	6	8	10	65532	500	n/a	924	492	0	1391	499	n/a	1812	494	n/a	1848218	
509	-1	0	0	N	2500	0	2	815	602	158	246	36	51568	813	n/a	19596	813	0	30980	813	n/a	2836	588	n/a	1848328	
510	-1	0	0	N	2500	0	2	530	560	159	250	42	60964	529	n/a	27808	529	0	42914	529	n/a	3343	512	n/a	1848359	
511	-1	0	0	N	2500	0	2	757	690	144	223	35	53780	755	n/a	18940	755	0	28681	755	n/a	3049	638	n/a	1848484	
512	-1	0	0	N	2500	0	40	480	579	5	6	9	57540	479	n/a	788	476	0	1019	479	n/a	1633	479	n/a	1848500	
513	-1	0	0	N	2500	0	1	154	111	0	0	0	38700	152	n/a	80	106	0	76	147	n/a	73	62	n/a	1848671	
514	-1	0	0	N	2500	0	40	561	560	7	8	10	54272	560	n/a	1004	546	0	1471	558	n/a	2193	553	n/a	1849062	
515	-1	0	0	N	2500	0	40	679	745	6	8	9	51716	678	n/a	644	671	0	1131	671	n/a	1723	665	n/a	1849078	
516	-1	0	0	N	2500	0	40	877	690	7	9	12	53884	875	n/a	732	872	0	1848	875	n/a	3790	873	n/a	1849078	
517	-1	0	0	N	2500	0	40	564	624	7	10	14	57284	563	n/a	928	550	0	2030	563	n/a	3411	563	n/a	1849078	
518	-1	0	0	N	2500	0	40	682	599	4	7	10	54248	681	n/a	608	674	0	1952	681	n/a	3912	680	n/a	1849265	
519	-1	0	0	N	2500	0	2	774	677	132	203	30	51644	772	n/a	13968	772	0	21845	772	n/a	1735	730	n/a	1849406	
520	-1	0	0	N	2500	0	40	526	457	5	6	8	49564	525	n/a	804	518	0	1445	525	n/a	2262	521	n/a	1849421	
521	-1	0	0	N	2500	0	40	1008	850	8	9	10	49912	1006	n/a	620	986	0	1111	1000	n/a	1798	982	n/a	1849484	
522	-1	0	0	N	2500	0	40	450	551	5	7	9	63376	449	n/a	940	436	0	1351	449	n/a	1611	439	n/a	1849875	
523	-1	0	0	N	2500	0	40	821	646	6	8	9	47180	819	n/a	540	799	0	1113	813	n/a	2165	760	n/a	1849906	
524	-1	0	0	N	2500	0	2	743	538	107	166	26	50712	742	n/a	13604	742	0	21452	742	n/a	2833	638	n/a	1849921	
525	-1	0	0	N	2500	0	40	521	682	7	8	10	64296	520	n/a	820	519	0	1292	520	n/a	2575	514	n/a	1849984	
526	-1	0	0	N	2500	0	2	537	646	179	275	43	57808	536	n/a	24648	536	0	36948	536	n/a	4391	488	n/a	1850000	
527	-1	0	0	N	2500	0	40	871	708	7	7	9	52060	869	n/a	680	862	0	1432	869	n/a	2790	855	n/a	1850312	
528	-1	0	0	N	2500	0	40	510	567	5	7	10	55748	509	n/a	684	508	0	1402	509	n/a	2877	507	n/a	1850343	
529	-1	0	0	N	2500	0	40	927	870	7	7	9	56920	925	n/a	644	906	0	1439	925	n/a	2711	916	n/a	1850484	
530	-1	0	0	N	2500	0	40	566	580	6	8	10	65532	565	n/a	1204	548	0	1781	565	n/a	2344	539	n/a	1850546	
531	-1	0	0	N	2500	0	40	755	609	5	7	9	39332	753	n/a	484	750	0	1415	753	n/a	2482	752	n/a	1850640	
532	-1	0	0	N	2500	0	40	928	757	6	8	10	58492	926	n/a	584	902	0	1377	920	n/a	2375	905	n/a	1850734	
533	-1	0	0	N	2500	0	40	485	600	6	10	13	62484	484	n/a	908	482	0	1859	484	n/a	3119	484	n/a	1850781	
534	-1	0	0	N	2500	0	2	893	715	156	244	41	47364	891	n/a	22572	891	0	35489	891	n/a	6324	752	n/a	1850812	
535	-1	0	0	N	2500	0	40	530	590	7	6	8	62648	529	n/a	972	529	0	889	529	n/a	1313	525	n/a	1850875	
536	-1	0	0	N	2500	0	40	554	701	7	9	12	65532	553	n/a	1120	548	0	2129	550	n/a	3806	541	n/a	1850890	
537	-1	0	0	N	2500	0	40	474	582	6	7	10	60368	473	n/a	1008	473	0	1363	473	n/a	2194	471	n/a	1850968	
538	-1	0	0	N	2500	0	40	879	751	6	8	10	50152	877	n/a	572	876	0	1406	877	n/a	2357	873	n/a	1851328	
539	-1	0	0	N	2500	0	1	169	105	0	0	0	30664	167	n/a	92	134	0	167	165	n/a	267	130	n/a	1851437	
540	-1	0	0	N	2500	0	40	613	462	3	4	6	42860	612	n/a	412	612	0	979	612	n/a	1766	605	n/a	1851687	
541	-1	0	0	N	2500	0	1	152	62	0	0	0	20800	150	n/a	236	150	0	190	150	n/a	300	134	n/a	1851687	
542	-1	0	0	N	2500	0	2	937	707	197	305	43	47692	935	n/a	22140	935	0	33652	935	n/a	2146	756	n/a	1851734	
543	-1	0	0	N	2500	0	2	628	557	145	225	35	60984	627	n/a	18784	627	0	27834	627	n/a	2254	573	n/a	1851734	
544	-1	0	0	N	2500	0	40	912	732	7	7	8	50156	910	n/a	684	889	0	1121	910	n/a	1895	883	n/a	1851812	
545	-1	0	0	N	2500	0	40	817	593	5	6	7	43168	815	n/a	512	798	0	949	812	n/a	1607	807	n/a	1851843	
546	-1	0	0	N	2500	0	2	495	568	131	201	31	59712	494	n/a	18432	494	0	27810	494	n/a	1781	492	n/a	1851859	
547	-1	0	0	N	2500	0	40	730	617	4	6	7	54476	729	n/a	528	729	0	1566	729	n/a	2934	677	n/a	1851859	
548	-1	0	0	N	2500	0	40	824	646	6	7	10	49628	822	n/a	716	788	0	1414	812	n/a	2714	795	n/a	1851968	
549	-1	0	0	N	2500	0	40	787	673	6	7	9	47448	785	n/a	672	774	0	1175	785	n/a	1915	777	n/a	1852187	
550	-1	0	0	N	2500	0	40	787	585	5	7	10	51576	785	n/a	652	781	0	1767	785	n/a	4073	781	n/a	1852187	
551	-1	0	0	N	2500	0	40	873	751	7	8	11	55672	871	n/a	728	830	0	1447	870	n/a	2761	862	n/a	1852203	
552	-1	0	0	N	2500	0	40	488	620	6	9	13	61896	487	n/a	844	487	0	1819	487	n/a	2926	487	n/a	1852281	
553	-1	0	0	N	2500	0	2	673	603	148	229	36	49840	672	n/a	17092	672	0	26723	672	n/a	3666	641	n/a	1852359	
554	-1	0	0	N	2500	0	2	790	571	111	174	29	46236	788	n/a	14512	788	0	22473	788	n/a	3513	660	n/a	1852437	
555	-1	0	0	N	2500	0	40	805	542	4	6	7	44676	803	n/a	576	803	0	1377	802	n/a	2361	779	n/a	1852468	
556	-1	0	0	N	2500	0	40	932	801	7	9	11	52632	930	n/a	748	914	0	1637	924	n/a	2969	893	n/a	1852531	
557	-1	0	0	N	2500	0	40	611	551	5	9	14	65532	610	n/a	1028	590	0	2218	610	n/a	3436	601	n/a	1852656	
558	-1	0	0	N	2500	0	40	876	837	8	7	9	53400	874	n/a	576	867	0	1162	874	n/a	2152	872	n/a	1852781	
559	-1	0	0	N	2500	0	40	601	684	6	7	9	62828	600	n/a	764	596	0	1475	600	n/a	2819	595	n/a	1852859	
560	-1	0	0	N	2500	0	40	399	468	4	6	9	61060	398	n/a	796	398	0	1709	398	n/a	3506	398	n/a	1852968	
561	-1	0	0	N	2500	0	40	457	645	6	7	10	65532	456	n/a	812	453	0	1559	456	n/a	2663	455	n/a	1853093	
562	-1	0	0	N	2500	0	2	795	794	202	313	45	53808	793	n/a	22104	793	0	35084	793	n/a	1996	762	n/a	1853171	
563	-1	0	0	N	2500	0	40	699	704	7	7	10	58556	698	n/a	680	698	0	1400	698	n/a	2721	698	n/a	1853281	
564	-1	0	0	N	2500	0	40	684	764	8	9	12	58732	683	n/a	828	665	0	1777	682	n/a	3407	668	n/a	1853312	
565	-1	0	0	N	2500	0	40	510	578	6	6	8	63092	509	n/a	944	500	0	1088	508	n/a	1293	506	n/a	1853421	
566	-1	0	0	N	2500	0	2	961	786	212	331	49	56688	959	n/a	24140	959	0	36491	959	n/a	3996	786	n/a	1853437	
567	-1	0	0	N	2500	0	40	869	613	4	6	8	52108	867	n/a	484	867	0	1418	867	n/a	2668	812	n/a	1853453	
568	-1	0	0	N	2500	0	2	936	631	114	175	26	42204	934	n/a	12988	934	0	19774	934	n/a	1241	780	n/a	1853500	
569	-1	0	0	N	2500	0	40	458	536	5	7	10	59808	457	n/a	848	457	0	1702	457	n/a	3105	455	n/a	1853515	
570	-1	0	0	N	2500	0	40	820	551	5	8	11	44540	818	n/a	724	811	0	2669	818	n/a	5164	807	n/a	1853515	
571	-1	0	0	N	2500	0	1	163	115	0	0	0	38664	161	n/a	88	149	0	108	158	n/a	134	105	n/a	1854078	
572	-1	0	0	N	2500	0	2	483	638	180	281	42	65532	482	n/a	20988	482	0	32886	482	n/a	3032	473	n/a	1854203	
573	-1	0	0	N	2500	0	40	690	689	6	6	7	59144	689	n/a	692	674	0	819	688	n/a	1073	687	n/a	1854218	
574	-1	0	0	N	2500	0	40	630	650	6	7	8	49872	629	n/a	652	626	0	1011	629	n/a	1740	628	n/a	1854406	
575	-1	0	0	N	2500	0	40	505	444	6	8	11	58156	504	n/a	916	504	0	2157	504	n/a	4007	504	n/a	1854437	
576	-1	0	0	N	2500	0	40	446	592	5	6	9	63484	445	n/a	840	445	0	1544	445	n/a	2867	445	n/a	1854484	
577	-1	0	0	N	2500	0	40	552	534	5	8	12	52816	551	n/a	720	547	0	2430	551	n/a	4096	551	n/a	1854546	
578	-1	0	0	N	2500	0	2	894	746	144	227	35	58756	892	n/a	14964	892	0	23959	892	n/a	2597	800	n/a	1854578	
579	-1	0	0	N	2500	0	1	150	107	0	0	0	37504	148	n/a	108	141	0	112	147	n/a	97	101	n/a	1854578	
580	-1	0	0	N	2500	0	40	807	666	6	7	9	50560	805	n/a	672	798	0	1008	801	n/a	1726	795	n/a	1854625	
581	-1	0	0	N	2500	0	40	715	592	5	8	11	46844	714	n/a	732	711	0	1264	705	n/a	1965	679	n/a	1854640	
582	-1	0	0	N	2500	0	2	854	647	132	205	31	49640	852	n/a	16772	852	0	25851	852	n/a	2240	680	n/a	1854640	
583	-1	0	0	N	2500	0	1	153	98	0	0	0	33312	151	n/a	56	101	0	84	140	n/a	79	80	n/a	1854656	
584	-1	0	0	N	2500	0	40	860	763	6	8	10	53328	858	n/a	760	852	0	1651	856	n/a	2977	853	n/a	1854671	
585	-1	0	0	N	2500	0	1	199	90	0	0	0	28584	198	n/a	280	198	0	363	198	n/a	555	196	n/a	1854734	
586	-1	0	0	N	2500	0	40	450	421	4	7	11	52696	449	n/a	768	437	0	2454	449	n/a	4699	449	n/a	1854734	
587	-1	0	0	N	2500	0	2	573	502	107	170	29	65532	572	n/a	25332	572	0	40850	572	n/a	4050	519	n/a	1854765	
588	-1	0	0	N	2500	0	2	400	510	93	145	24	63968	399	n/a	15744	399	0	23829	399	n/a	2614	394	n/a	1854859	
589	-1	0	0	N	2500	0	2	476	467	136	213	34	53992	475	n/a	20116	475	0	32336	475	n/a	4035	462	n/a	1854984	
590	-1	0	0	N	2500	0	40	897	730	7	7	8	49112	895	n/a	636	864	0	1363	891	n/a	2219	848	n/a	1855000	
591	-1	0	0	N	2500	0	2	910	783	215	334	46	54388	908	n/a	23156	908	0	35906	908	n/a	2264	649	n/a	1855046	
592	-1	0	0	N	2500	0	40	650	708	6	7	10	54796	649	n/a	748	645	0	1553	647	n/a	3421	630	n/a	1855187	
593	-1	0	0	N	2500	0	40	478	577	7	8	11	56872	477	n/a	980	475	0	1799	477	n/a	3027	477	n/a	1855312	
594	-1	0	0	N	2500	0	2	641	710	167	262	39	54608	640	n/a	21044	640	0	32496	640	n/a	2979	570	n/a	1855359	
595	-1	0	0	N	2500	0	40	784	651	5	7	10	55128	782	n/a	576	766	0	1732	782	n/a	3284	781	n/a	1856031	
596	-1	0	0	N	2500	0	2	520	468	126	199	33	57664	519	n/a	19872	519	0	30645	519	n/a	3179	464	n/a	1856265	
597	-1	0	0	N	2500	0	40	830	710	6	8	11	54356	828	n/a	612	827	0	1893	828	n/a	3835	800	n/a	1856453	
598	-1	0	0	N	2500	0	2	660	606	105	164	27	56640	659	n/a	16252	659	0	25305	659	n/a	3552	556	n/a	1856640	
599	-1	0	0	N	2500	0	2	798	795	144	221	32	59292	796	n/a	15920	796	0	24470	796	n/a	1950	712	n/a	1856640	
600	-1	0	0	N	2500	0	40	791	776	7	8	10	55696	789	n/a	692	789	0	1434	789	n/a	2639	787	n/a	1856796	
601	-1	0	0	N	2500	0	40	639	726	9	12	16	63656	638	n/a	964	635	0	2125	638	n/a	3860	631	n/a	1856875	
602	-1	0	0	N	2500	0	40	686	602	5	9	13	54464	685	n/a	592	684	0	1854	685	n/a	3723	685	n/a	1856906	
603	-1	0	0	N	2500	0	40	1001	886	8	8	10	51100	999	n/a	576	999	0	1274	998	n/a	2226	972	n/a	1856937	
604	-1	0	0	N	2500	0	40	475	607	7	8	11	62736	474	n/a	1080	473	0	1449	474	n/a	3230	474	n/a	1857031	
605	-1	0	0	N	2500	0	2	548	490	135	213	36	60040	547	n/a	26128	547	0	41393	547	n/a	3625	525	n/a	1857234	
606	-1	0	0	N	2500	0	40	942	820	7	7	9	61380	940	n/a	656	916	0	876	939	n/a	1631	936	n/a	1857281	
607	-1	0	0	N	2500	0	40	677	594	6	8	11	59816	676	n/a	812	676	0	1769	676	n/a	3055	673	n/a	1857406	
608	-1	0	0	N	2500	0	40	593	607	6	7	10	57724	592	n/a	748	592	0	1550	592	n/a	3258	591	n/a	1857421	
609	-1	0	0	N	2500	0	40	806	579	5	8	11	51048	804	n/a	684	786	0	1930	801	n/a	3675	777	n/a	1857531	
610	-1	0	0	N	2500	0	40	736	674	6	7	9	52636	735	n/a	668	735	0	1683	735	n/a	3120	723	n/a	1857656	
611	-1	0	0	N	2500	0	40	982	582	4	6	8	43096	980	n/a	504	969	0	1277	977	n/a	2742	913	n/a	1857718	
612	-1	0	0	N	2500	0	40	571	591	7	8	11	61176	570	n/a	924	569	0	1786	569	n/a	3557	560	n/a	1857750	
613	-1	0	0	N	2500	0	40	692	576	5	8	10	48168	691	n/a	488	688	0	1153	691	n/a	2159	691	n/a	1857906	
614	-1	0	0	N	2500	0	2	506	587	145	223	33	61984	505	n/a	20392	505	0	31768	505	n/a	1274	487	n/a	1857921	
615	-1	0	0	N	2500	0	1	163	113	0	0	0	35136	161	n/a	68	141	0	103	159	n/a	109	83	n/a	1857953	
616	-1	0	0	N	2500	0	40	506	492	4	8	11	60652	505	n/a	644	502	0	2031	505	n/a	3929	505	n/a	1858203	
617	-1	0	0	N	2500	0	40	963	814	8	9	12	54808	961	n/a	716	941	0	1674	960	n/a	3558	955	n/a	1858203	
618	-1	0	0	N	2500	0	40	828	679	6	8	11	52448	826	n/a	732	817	0	1732	826	n/a	3684	818	n/a	1858218	
619	-1	0	0	N	2500	0	40	861	755	7	7	9	57460	859	n/a	784	842	0	891	857	n/a	1490	854	n/a	1858390	
620	-1	0	0	N	2500	0	40	818	736	7	8	10	54644	816	n/a	680	796	0	1247	815	n/a	2267	801	n/a	1858406	
621	-1	0	0	N	2500	0	40	488	597	7	7	8	63156	487	n/a	988	479	0	1116	487	n/a	1575	474	n/a	1858656	
622	-1	0	0	N	2500	0	40	688	450	5	7	10	38276	687	n/a	692	687	0	2272	687	n/a	4304	687	n/a	1859000	
623	-1	0	0	N	2500	0	40	888	772	6	8	10	60364	886	n/a	696	885	0	1549	886	n/a	2541	876	n/a	1859000	
